url,url_length,is_ip,url_has_at_char,number_of_dots,is_https,domain_age,page_rank,url_redirection,domain_has_dash_char,url_has_https_token,has_DNS_record,A_records,avg_ttl,asn_count,AAAA_records,avg_AAAA_ttl,has_iframe,most_frequent_domain_in_anchor,most_frequent_domain_in_link,most_frequent_domain_in_source,common_page_rate,footer_common_page_rate,has_anchor_in_body,null_link_ratio,footer_null_link_ratio,
http://nrzhn.github.io/,23,False,False,2,False,0,0,False,False,False,True,4,3144.0,1,4,3144.0,False,True,True,True,0.5714285714285714,1.0,True,0.5714285714285714,1.0,
http://starttsboxfile.myfreesites.net/,38,False,False,2,False,253259312.75044107,0,False,False,False,True,5,297.0,1,5,297.0,False,True,False,True,0,0,False,0,0,
http://freightoinx0006.web.app/,31,False,False,2,False,0,0,False,False,False,True,1,6851.0,1,1,6851.0,False,True,True,True,0,0,False,0,0,
http://krakue-rnlgin.godaddysites.com/,38,False,False,2,False,295578495.0859151,1.54,False,True,False,True,2,252.0,1,0,0,False,False,False,True,1.0,0,True,0.0,0,
http://www.amazcazzm-co-jp.amazococn.50224.top/,47,False,False,4,False,7219298.330899,0,False,True,False,True,1,253.0,1,0,0,False,True,True,True,0,0,False,0,0,
http://facebook-log.blogspot.com/,33,False,False,2,False,0,1.58,False,True,False,True,1,111.0,1,1,297.0,False,False,False,True,0.4,1.0,True,0.0,0.0,
http://facebook-log.blogspot.ae/,32,False,False,2,False,0,1.58,False,True,False,True,1,106.0,1,1,292.0,False,False,False,True,0.4,1.0,True,0.0,0.0,
http://sparindia.org/,21,False,False,1,False,165543814.16599703,2.86,False,False,False,True,1,6855.0,1,0,0,True,False,False,True,0.3157894736842105,0,True,0.3157894736842105,0,
http://indiabgmifreegifts.xyz/,30,False,False,1,False,114989.3386850357,0,False,False,False,True,1,6857.0,1,0,0,False,True,True,True,0,0,True,0,0,
http://www.amazceom-co-jp.amaczeon.liaotianchaxun.top/,54,False,False,4,False,12625235.056046963,0,False,True,False,True,1,260.0,1,0,0,False,True,True,True,0,0,False,0,0,
