url,url_length,is_ip,url_has_at_char,number_of_dots,is_https,domain_age,page_rank,url_redirection,domain_has_dash_char,url_has_https_token,has_DNS_record,A_records,avg_ttl,asn_count,AAAA_records,avg_AAAA_ttl,has_iframe,most_frequent_domain_in_anchor,most_frequent_domain_in_link,most_frequent_domain_in_source,common_page_rate,footer_common_page_rate,has_anchor_in_body,null_link_ratio,footer_null_link_ratio,
http://ogersronson.com/client,29,False,False,1,False,20041847.34632206,0,False,False,False,True,1,7194.0,1,0,0,True,True,False,True,0.08695652173913043,0.03225806451612903,True,0.08695652173913043,0.0,
https://qjgbeufpgz.duckdns.org/,31,False,False,2,True,0,0,False,False,False,True,1,54.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://vakif.urun-ilan.com.tr/,30,False,False,3,False,329448.37542295456,0,False,True,False,True,1,7194.0,1,0,0,False,True,True,True,0.6,0,True,0.6,0,
https://deogckygyz.duckdns.org/,31,False,False,2,True,0,0,False,False,False,True,1,57.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://sumadigital.in/movie/lot/sk/payment.php%5Cr%5Cnthreat%20level:%20exactly%5Cr%5Cnprecision:%20high%5Cr%5Cn,112,False,False,2,False,115197926.33919,0,False,False,False,True,1,7196.0,1,0,0,False,True,True,True,0,0,False,0,0,
https://swissttpstt.com/swiis1/swiis/,37,False,False,1,True,136585.39176893234,0,False,False,False,True,1,895.0,1,0,0,False,True,True,True,1.0,1.0,True,1.0,1.0,
https://myparcels-globalptracklng.10web.site/tracking/contract/?fdv12df152,74,False,False,2,True,0,0,False,True,False,True,1,3597.0,1,0,0,False,False,False,True,0.11801242236024845,0.047619047619047616,True,0.11801242236024845,0.047619047619047616,
http://mypckagestracklng-postal.10web.site/track/contract/index9.php,68,False,False,3,False,0,0,False,True,False,True,1,3597.0,1,0,0,False,False,False,True,0.11801242236024845,0.047619047619047616,True,0.11801242236024845,0.047619047619047616,
https://aavkxkqfau.duckdns.org/,31,False,False,2,True,0,0,False,False,False,True,1,57.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://ipbforum.autos/,22,False,False,1,False,0,0,False,False,False,True,1,3597.0,1,0,0,False,False,True,True,0.5,0,True,0.0,0,
https://kous1608.github.io/facebook_test.github.io,50,False,False,4,True,0,0,False,False,False,True,4,3595.0,1,4,3595.0,True,False,True,True,0.03333333333333333,0,True,0.0,0,
https://kous1608.github.io/facebook_test.github.io/,51,False,False,4,True,0,0,False,False,False,True,4,3593.0,1,4,3592.0,True,False,True,True,0.03333333333333333,0,True,0.0,0,
http://silky-skinny-composer.glitch.me/hvwae.HTM?entity=4892463,63,False,False,3,False,0,0,False,True,False,True,4,56.0,1,0,0,False,True,True,True,0,0,False,0,0,
https://hsonjuaets.duckdns.org/,31,False,False,2,True,0,0,False,False,False,True,1,57.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
https://gvobafzijn.duckdns.org/,31,False,False,2,True,0,0,False,False,False,True,1,57.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
https://sourav416.github.io/fb/,31,False,False,2,True,0,0,False,False,False,True,4,3597.0,1,4,3597.0,False,True,True,True,0,0,False,0,0,
https://fb-restriction-case-cca04.web.app/,42,False,False,2,True,0,0,False,True,False,True,1,7197.0,1,1,7197.0,False,True,True,True,0,0,False,0,0,
https://coffylosophy.com/see/ruv/8610622/Login.php,50,False,False,2,True,10220778.810952902,0,False,False,False,True,1,595.0,1,0,0,False,True,True,True,1.0,0,True,1.0,0,
https://ipfs.io/ipfs/QmT9sXh1ntatXczzycYqCHpHVHTshx2FL9Gx8bcKxMSKaR?fi,70,False,False,1,True,282617836.30478597,5.82,False,False,False,True,1,3597.0,1,1,3597.0,True,True,False,True,0,0,False,0,0,
http://www.void.market/NGOMBAPATRICK/ANOTHERGODFRIEND/OFMYOWNTHANKYOU/INORGOFOGETYOU/home/,90,False,False,2,False,167181183.41252398,2.76,False,False,False,True,1,7194.0,1,0,0,False,True,True,True,1.0,0,True,1.0,0,
http://dhlauthentification.com/,31,False,False,1,False,108856.16890501976,0,False,False,False,True,1,3595.0,1,0,0,False,True,True,True,0,0,False,0,0,
http://luboshijkibe.xyz/,24,False,False,1,False,102813.3956580162,0,False,False,False,True,1,595.0,1,0,0,False,True,False,True,0,0,False,0,0,
http://upnaqtixpi.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://vcahcfilkn.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://wvboocxqdb.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,57.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://wdjaqytxml.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,57.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://wrdywiqxjh.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://vuyguxvqbv.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://vicxkmbrkx.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,57.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://wbablfystz.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,57.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://tutfzspqxg.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://wcyispqpjo.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,57.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://vmibysidbl.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://vopggpdydm.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://uslbvdcsjy.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://watadgkebm.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://uounspwclq.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://ukjmmbeifp.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://uowqvqrlbu.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://wrxkoawmov.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://vnwqlnvxuj.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
http://vzjbdvwpgk.duckdns.org/,30,False,False,2,False,0,0,False,False,False,True,1,56.0,1,0,0,False,True,True,True,0.25,0,True,0.25,0,
